genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Acinetobacter,baumannii,SRR3224796,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-10-03
Acinetobacter,baumannii,SRR3224812,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,sterile body site,USA,2006-11-17
Acinetobacter,baumannii,SRR3224984,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,respiratory,USA,2007-12-04
Acinetobacter,baumannii,SRR3224985,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-11-21
Acinetobacter,baumannii,SRR3224986,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-09-30
Acinetobacter,baumannii,SRR3225041,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-01-19
Acinetobacter,baumannii,SRR3225042,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-12-14
Acinetobacter,baumannii,SRR3225043,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-07-06
Acinetobacter,baumannii,SRR3225044,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-10-05
Acinetobacter,baumannii,SRR3225061,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,respiratory,USA,2006-11-25
Acinetobacter,baumannii,SRR3225230,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-01-21
Acinetobacter,baumannii,SRR3225231,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-12-15
Acinetobacter,baumannii,SRR3225232,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-08-27
Acinetobacter,baumannii,SRR3225233,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2003-10-05
Acinetobacter,baumannii,SRR3225250,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2006-11-29
Acinetobacter,baumannii,SRR3226988,Susceptible,meropenem,==,4,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-04-08
Acinetobacter,baumannii,SRR3226989,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-06-12
Acinetobacter,baumannii,SRR3226990,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,urine,USA,2007-08-31
Acinetobacter,baumannii,SRR3227007,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-02-04
Acinetobacter,baumannii,SRR3227008,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-04-30
Acinetobacter,baumannii,SRR3227009,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2007-06-23
Acinetobacter,baumannii,SRR3227010,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-10-05
Acinetobacter,baumannii,SRR3227027,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-12-11
Acinetobacter,baumannii,SRR3227028,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,respiratory,USA,2007-02-26
Acinetobacter,baumannii,SRR3227029,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-05-14
Acinetobacter,baumannii,SRR3227030,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-07-10
Acinetobacter,baumannii,SRR3227031,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-10-12
Acinetobacter,baumannii,SRR3227048,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-12-21
Acinetobacter,baumannii,SRR3228473,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-02-05
Acinetobacter,baumannii,SRR3228474,Susceptible,meropenem,==,2,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-04-30
Acinetobacter,baumannii,SRR3228475,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-07-02
Acinetobacter,baumannii,SRR3228476,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,sterile body fluid,USA,2007-10-02
Acinetobacter,baumannii,SRR3228498,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-12-16
Acinetobacter,baumannii,SRR3228533,Susceptible,meropenem,==,0.5,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-03-24
Acinetobacter,baumannii,SRR3228534,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-05-29
Acinetobacter,baumannii,SRR3228535,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2007-08-05
Acinetobacter,baumannii,SRR3228536,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-03-19
Acinetobacter,baumannii,SRR3228555,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2007-01-26
Acinetobacter,baumannii,SRR3228556,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-04-02
Acinetobacter,baumannii,SRR3228557,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2007-05-29
Acinetobacter,baumannii,SRR3228558,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-08-28
Acinetobacter,baumannii,SRR3228575,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,urine,USA,2007-11-10
Acinetobacter,baumannii,SRR3242033,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-04-03
Acinetobacter,baumannii,SRR3242034,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tissue,USA,2007-05-31
Acinetobacter,baumannii,SRR3242035,Susceptible,meropenem,<=,0.25,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,urine,USA,2007-08-15
Acinetobacter,baumannii,SRR3242036,Susceptible,meropenem,==,1,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2007-04-24
Acinetobacter,baumannii,SRR3242054,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,respiratory,USA,2007-08-23
Acinetobacter,baumannii,SRR4417569,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417570,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417571,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417572,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417573,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417574,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417575,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417577,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417578,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417581,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417582,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417583,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417585,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417586,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417587,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417589,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417590,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417591,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417592,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417593,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417594,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417595,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417598,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417599,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417600,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417601,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417602,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417603,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417604,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417605,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417606,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417607,Resistant,meropenem,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417608,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417609,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417610,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417611,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417612,Susceptible,meropenem,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417613,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR4417614,Resistant,meropenem,>,8,mg/L,Broth dilution,NA,CLSI,NA,NA,NA,NA,NA
Acinetobacter,baumannii,SRR5120223,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,tracheal aspirate,USA,2016
Acinetobacter,baumannii,SRR5237398,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2016
Acinetobacter,baumannii,SRR5445923,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,sputum,USA,2016
Acinetobacter,baumannii,SRR5445925,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,urine,USA,2016
Acinetobacter,baumannii,SRR5862467,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,blood,USA,2017
Acinetobacter,baumannii,SRR5862475,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2017
Acinetobacter,baumannii,SRR5901132,Resistant,meropenem,>,16,mg/L,Broth dilution,VITEK 2,CLSI,NA,NA,wound,USA,2017
Campylobacter,jejuni,SRR3138666,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138667,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3138668,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3138669,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138670,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3138671,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138672,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3138673,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3138675,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138676,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3138681,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138683,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3138686,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-beef cow,USA,2016
Campylobacter,jejuni,SRR3147787,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3147788,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3147790,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3147791,Resistant,ciprofloxacin,==,16,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3148205,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3148208,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3148212,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3148213,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3148215,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-beef cow,USA,2016
Campylobacter,jejuni,SRR3148216,Susceptible,ciprofloxacin,<=,0.015,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3148242,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3148243,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3148303,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3148313,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3148323,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-beef cow,USA,2016
Campylobacter,jejuni,SRR3148332,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171747,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171748,Resistant,ciprofloxacin,==,4,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3171750,Resistant,ciprofloxacin,==,4,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171757,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171758,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171761,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3171764,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183448,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3183449,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183451,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183453,Resistant,ciprofloxacin,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3183457,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183458,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183459,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183462,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3183463,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183467,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183468,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183471,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183472,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183476,Resistant,ciprofloxacin,==,8,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183477,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183478,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183479,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183481,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3183482,Resistant,ciprofloxacin,==,2,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3183483,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185255,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185256,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-swine-market swine,USA,2016
Campylobacter,jejuni,SRR3185258,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185260,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185263,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3185902,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185903,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3185904,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3185905,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3185979,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3185980,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3185981,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3194380,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3194381,Resistant,ciprofloxacin,==,4,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3194383,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196126,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3196127,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196128,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196129,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-heifer,USA,2016
Campylobacter,jejuni,SRR3196130,Susceptible,ciprofloxacin,==,0.03,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3196132,Resistant,ciprofloxacin,==,4,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196133,Susceptible,ciprofloxacin,==,0.25,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196134,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-beef cow,USA,2016
Campylobacter,jejuni,SRR3196135,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
Campylobacter,jejuni,SRR3196141,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3196142,Susceptible,ciprofloxacin,==,0.12,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-steer,USA,2016
Campylobacter,jejuni,SRR3196143,Susceptible,ciprofloxacin,==,0.06,mg/L,Broth dilution,NA,CLSI,NA,NA,animal-cattle-dairy cow,USA,2016
