ARO	Gene Name	Antibiotic	AMR Gene Family	Drug Class	Resistance Mechanism
3000599	Erm(33)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000600	Erm(34)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000601	Erm(38)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000602	Erm(39)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000603	Erm(41)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000604	Erm(35)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000605	Erm(36)	erythromycin, roxithromycin, lincomycin, telithromycin, clarithromycin, clindamycin, tylosin, spiramycin, azithromycin, dirithromycin, pristinamycin IA, quinupristin, virginiamycin M1, madumycin II, griseoviridin, dalfopristin, pristinamycin IB, virginiamycin S2, pristinamycin IC, vernamycin C, patricin A, patricin B, ostreogrycin B3, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, streptogramin B antibiotic	antibiotic target alteration
3000606	FEZ-1		FEZ beta-lactamase	carbapenem, cephalosporin, penam	antibiotic inactivation
3000614	mef(E)	erythromycin	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
3000616	mel	erythromycin, telithromycin	msr-type ABC-F protein	macrolide antibiotic, streptogramin antibiotic	antibiotic target protection
3000617	mecA	methicillin	methicillin resistant PBP2	penam	antibiotic target replacement
3000620	adeL	tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic	antibiotic efflux
3000621	PC1 beta-lactamase (blaZ)		BlaZ beta-lactamase	penam	antibiotic inactivation
3000656	AcrS	tigecycline, ciprofloxacin, tetracycline, rifampin, chloramphenicol, ampicillin, cefalotin, triclosan	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, cephalosporin, glycylcycline, cephamycin, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000676	H-NS	erythromycin, cloxacillin, ciprofloxacin, tetracycline, oxacillin, norfloxacin	major facilitator superfamily (MFS) antibiotic efflux pump, resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, cephamycin, penam, tetracycline antibiotic	antibiotic efflux
3000746	mepR	tigecycline	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline, tetracycline antibiotic	antibiotic efflux
3000753	abeM	ciprofloxacin, acriflavine, norfloxacin, ofloxacin, triclosan	multidrug and toxic compound extrusion (MATE) transporter	fluoroquinolone antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000768	abeS	erythromycin, novobiocin	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic, aminocoumarin antibiotic	antibiotic efflux
3000769	PatA-PatB	ciprofloxacin, norfloxacin	ATP-binding cassette (ABC) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
3000774	adeA	tigecycline, tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline, tetracycline antibiotic	antibiotic efflux
3000775	adeB	tigecycline, tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline, tetracycline antibiotic	antibiotic efflux
3000777	adeF	tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic	antibiotic efflux
3000778	adeG	tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic	antibiotic efflux
3000779	adeH	tetracycline	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic	antibiotic efflux
3000780	adeI	tetracycline, rifampin, imipenem, trimethoprim, chloramphenicol, ticarcillin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, lincosamide antibiotic, carbapenem, cephalosporin, tetracycline antibiotic, rifamycin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic, penem	antibiotic efflux
3000781	adeJ	tetracycline, rifampin, imipenem, trimethoprim, chloramphenicol, ticarcillin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, lincosamide antibiotic, carbapenem, cephalosporin, tetracycline antibiotic, rifamycin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic, penem	antibiotic efflux
3000782	adeK	tetracycline, rifampin, imipenem, trimethoprim, chloramphenicol, ticarcillin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, lincosamide antibiotic, carbapenem, cephalosporin, tetracycline antibiotic, rifamycin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic, penem	antibiotic efflux
3000783	cmeA	erythromycin, cefotaxime, fusidic acid	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, fusidane antibiotic	antibiotic efflux
3000784	cmeB	erythromycin, cefotaxime, fusidic acid	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, fusidane antibiotic	antibiotic efflux
3000785	cmeC	erythromycin, cefotaxime, fusidic acid	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, fusidane antibiotic	antibiotic efflux
3000787	MdtABC-TolC	novobiocin	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
3000788	MdtEF-TolC	erythromycin, cloxacillin, oxacillin, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, penam	antibiotic efflux
3000789	mdsA	chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	antibiotic efflux
3000790	mdsB	chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	antibiotic efflux
3000791	mdsC	chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	antibiotic efflux
3000792	mdtA	novobiocin	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
3000793	mdtB	novobiocin	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
3000794	mdtC	novobiocin	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
3000795	mdtE	erythromycin, cloxacillin, oxacillin, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, penam	antibiotic efflux
3000796	mdtF	erythromycin, cloxacillin, oxacillin, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, penam	antibiotic efflux
3000799	MexGHI-OpmD	acriflavine, tetracycline, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000800	MexC	erythromycin, gentamicin C, tetracycline, novobiocin, trimethoprim, chloramphenicol, ofloxacin, gentamicin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, aminoglycoside antibiotic, cephalosporin, penam, tetracycline antibiotic, aminocoumarin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000801	MexD	erythromycin, gentamicin C, tetracycline, novobiocin, trimethoprim, chloramphenicol, ofloxacin, gentamicin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, aminoglycoside antibiotic, cephalosporin, penam, tetracycline antibiotic, aminocoumarin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000802	OprJ	erythromycin, gentamicin C, tetracycline, novobiocin, trimethoprim, chloramphenicol, ofloxacin, gentamicin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, aminoglycoside antibiotic, cephalosporin, penam, tetracycline antibiotic, aminocoumarin antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000803	MexE	ciprofloxacin, trimethoprim, chloramphenicol, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000804	MexF	ciprofloxacin, trimethoprim, chloramphenicol, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000805	OprN	ciprofloxacin, trimethoprim, chloramphenicol, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000806	MexG	acriflavine, tetracycline, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000807	MexH	acriflavine, tetracycline, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000808	MexI	acriflavine, tetracycline, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000809	OpmD	acriflavine, tetracycline, norfloxacin	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, tetracycline antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000810	mtrC	erythromycin, penicillin, azithromycin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, penam	antibiotic efflux
3000811	mtrD	erythromycin, penicillin, azithromycin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, penam	antibiotic efflux
3000812	mtrE	erythromycin, penicillin, azithromycin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, penam	antibiotic efflux
3000813	MexS	ciprofloxacin, trimethoprim, chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000814	MexT	ciprofloxacin, trimethoprim, chloramphenicol	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	antibiotic efflux
3000815	mgrA	methicillin, ciprofloxacin, acriflavine, tetracycline, daptomycin, moxifloxacin, cefotaxime, norfloxacin, sparfloxacin, moenomycin A1	ATP-binding cassette (ABC) antibiotic efflux pump, major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic, cephalosporin, penam, tetracycline antibiotic, peptide antibiotic, disinfecting agents and antiseptics	antibiotic efflux
3000816	mtrA	erythromycin, penicillin, azithromycin	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, penam	antibiotic efflux
3000817	mtrR	erythromycin, penicillin, azithromycin, palmitic acid, oleic acid, linoleic acid	major facilitator superfamily (MFS) antibiotic efflux pump, resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, penam, antibacterial free fatty acids	antibiotic efflux
3000818	nalC	erythromycin, ciprofloxacin, tetracycline, ceftazidime, ceftriaxone, meropenem, novobiocin, azithromycin, trimethoprim, sulfamethoxazole, chloramphenicol, aztreonam, colistin A, colistin B, ampicillin, panipenem, trimethoprim-sulfamethoxazole	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, cephamycin, penam, tetracycline antibiotic, peptide antibiotic, aminocoumarin antibiotic, diaminopyrimidine antibiotic, sulfonamide antibiotic, phenicol antibiotic, penem	antibiotic efflux
3000819	nalD	erythromycin, ciprofloxacin, tetracycline, ceftazidime, ceftriaxone, meropenem, novobiocin, azithromycin, trimethoprim, sulfamethoxazole, chloramphenicol, aztreonam, colistin A, colistin B, ampicillin, nalidixic acid, panipenem, ticarcillin, trimethoprim-sulfamethoxazole	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic, fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, cephamycin, penam, tetracycline antibiotic, peptide antibiotic, aminocoumarin antibiotic, diaminopyrimidine antibiotic, sulfonamide antibiotic, phenicol antibiotic, penem	antibiotic efflux
